ObjektNr;BaustKanton;Kurzbeschreibung;BauartCode;Baubeginn;Bauende;GesuchVom;BewilligtAm;BaukostenVon;BaukostenBis;AnzGeb;AnzWhg;AnzEtagen;AnzUG;AnzPP;CRBCode01;CRBCode02;CRBCode03;CRBCode04;CRBCode05;CRBCode06;CRBCode07;CRBCode08;CRBCode09;CRBCode10
99860287;OW;Neubau von 4 Einfamilienhäusern mit Carports;1; ; ;10.01.2006; ;2;2;4;4;3;1;0;14;174;;;;;;;;
99861445;OW;Anbau eines Balkons;2; ; ;16.01.2006; ;0.03;0.03;1;0;0;0;0;;;;;;;;;;
99861444;OW;Neubau/Ersatz eines Kaplaneihauses/Einfamilienhaus;1; ; ;17.01.2006; ;0.45;0.45;1;1;2;1;0;14;;;;;;;;;
99861443;OW;Neubau einer Mobilfunkanlage;1; ; ;16.01.2006; ;0.07;0.07;0;0;0;0;0;631;;;;;;;;;
99864427;OW;Einbau von Dachfenstern beim Zweifamilienhaus;3; ; ;30.01.2006; ;0.06;0.06;1;2;0;0;0;14;;;;;;;;;
99864425;OW;Neubau CNC Halle/Betriebshalle                       ;1; ; ;31.01.2006; ;1.28;1.28;1;0;1;0;0;37;;;;;;;;;
99864422;OW;Neubau Einfamilienhaus mit Carport;1; ; ;31.01.2006; ;0.5;0.5;1;1;2;1;0;14;174;;;;;;;;
99864420;OW;Neubau/Wiederaufbau eines Einfamilienhauses         ;1; ; ;30.01.2006; ;0.55;0.55;1;1;2;0;0;14;;;;;;;;;
99864586;OW;Abbruch eines Einfamilienhauses                          ;5; ; ;30.01.2006; ;0.03;0.03;1;0;2;0;0;14;;;;;;;;;
99862688;OW;Anbau eines Heizungsraumes beim Oekonomiegebäude         ;2; ; ;25.01.2006; ;0.05;0.05;1;0;1;0;0;14;;;;;;;;;
99862687;OW;Neubau Jauchegrube         ;1; ; ;24.01.2006; ;0.05;0.05;0;0;0;0;0;48;;;;;;;;;
99862686;OW;Umbau und Aufstockung eines Ferienhauses         ;2; ; ;25.01.2006; ;0.38;0.38;1;1;1;0;0;14;;;;;;;;;
99862685;OW;Einbau Pelletsofen mit Kaminrohr beim Einfamilienhaus;3; ; ;24.01.2006; ;0.05;0.05;1;1;0;0;0;14;;;;;;;;;
99862684;OW;Neubau/Ersatzbau Sommerstall         ;1; ; ;25.01.2006; ;0.11;0.11;1;0;1;0;0;43;;;;;;;;;
99784603;OW;Umbau, Erweiterung und Sanierung Berufs- und Weiterbildungszentrum      ;2;Apr 06; ;31.10.2005;30.01.2006;10.5;10.5;1;0;1;0;0;23;;;;;;;;;
99847482;OW;Anbau Liftanlage beim Mehrfamilienhaus, Velounterstand und Aussentreppe ;2; ; ;18.10.2005;30.01.2006;0.06;0.06;1;0;2;0;0;12;;;;;;;;;
99857580;OW;Umbau und Sanierung Einfamilienhaus                             ;3; ; ;21.12.2005;27.01.2006;0.05;0.05;1;1;0;0;0;14;;;;;;;;;
99857574;OW;Sanierung eines Einfamilienhauses         ;4; ; ;22.12.2005;27.01.2006;0.05;0.05;1;1;0;0;0;14;;;;;;;;;
99857333;OW;Abbruch eines Zweifamilienhauses;5;Apr 06; ;13.12.2005;30.01.2006;0.03;0.03;1;2;0;0;0;14;;;;;;;;;
99857080;OW;Umbau/Anheben eines Einfamilienhauses;2; ; ;15.12.2005;30.01.2006;0.15;0.15;1;1;0;0;0;14;;;;;;;;;
99857077;OW;Neubau/Ersatzbau eines Zweifamilienhauses         ;1;Apr 06;Okt 06;13.12.2005;30.01.2006;0.65;0.65;1;2;2;1;0;14;;;;;;;;;
99860299;OW;Ersatz/Neubau Oekonomiegebäude         ;1; ; ;12.01.2006; ;0.488;0.488;1;0;1;0;0;41;;;;;;;;;
99860298;OW;Einbau Tor bei Unterstand;3; ; ;09.01.2006; ;0.03;0.03;1;0;0;0;0;;;;;;;;;;
99860297;OW;Neubau/Wiederaufbau ab Erdgeschoss eines Einfamilienhauses              ;1; ; ;09.01.2006; ;0.375;0.375;1;1;2;0;0;14;;;;;;;;;
99860295;OW;Anbau eines gedeckten Lagerplatzes mit Abstellplatz;2; ; ;09.01.2006; ;0.05;0.05;1;0;0;0;0;;;;;;;;;;
99860294;OW;Neubau Mehrfamilienhaus mit Unterniveaugarage;1; ; ;09.01.2006; ;1.5;1.5;1;5;3;1;0;12;131;;;;;;;;
99861441;OW;Umbau und Anheben von zwei Ferienhäusern;2; ; ;18.01.2006; ;0.25;0.25;2;2;1;0;0;14;;;;;;;;;
99861440;OW;Neubau/Ersatzbau eines Einfamilienhauses mit Zufahrtsstrasse            ;1; ; ;17.01.2006; ;0.7;0.7;1;1;1;1;0;14;211;311;323;;;;;;
99862352;OW;Abbruch eines Einfamilienhauses;5; ; ;17.01.2006; ;0.03;0.03;1;1;0;0;0;14;;;;;;;;;
99862339;OW;Abbruch eines Kaplaneihauses/Einfamilienhauses;5; ; ;17.01.2006; ;0.03;0.03;1;1;0;0;0;14;;;;;;;;;
99861132;OW;Abbruch eines Einfamilienhauses                          ;5; ; ;09.01.2006; ;0.03;0.03;1;0;2;0;0;14;;;;;;;;;
99859933;OW;Anbau eines Wintergartens;2; ; ;03.01.2006;27.01.2006;0.07;0.07;1;0;0;0;0;171;;;;;;;;;
99859930;OW;Aufbau von Sonnenkollektoren;2; ; ;03.01.2006; ;0.05;0.05;1;0;0;0;0;;;;;;;;;;
99855996;OW;Umbau eines Einfamilienhauses         ;3;Jan 06; ;06.12.2005;09.01.2006;0.15;0.15;1;1;0;0;0;14;;;;;;;;;
99855995;OW;Neubau Einfamilienhaus mit angebauter Garage;1; ; ;06.12.2005;23.01.2006;0.489;0.489;1;1;2;1;0;14;139;;;;;;;;
99855994;OW;Umbau eines Einfamilienhauses                               ;3; ; ;06.12.2005;09.01.2006;0.12;0.12;1;1;0;0;0;14;;;;;;;;;
99855991;OW;Umbau und Erweiterung eines Zweifamilienhauses;2;Apr 06; ;06.12.2005;30.01.2006;0.35;0.35;1;2;2;1;0;14;;;;;;;;;
99854824;OW;Ersatzbau/Neubau Einfamilienhaus;1; ; ;30.11.2005;03.01.2006;0.45;0.45;1;1;2;0;0;14;;;;;;;;;
99854823;OW;Erweiterung/Anheben eines Einfamilienhauses                       ;2; ; ;30.11.2005;03.01.2006;0.3;0.3;1;1;0;0;0;14;;;;;;;;;
99854822;OW;Um- und Aufbau eines Einfamilienhauses;2;Mrz 06; ;05.12.2005;03.01.2006;0.5;0.5;1;1;0;0;0;14;;;;;;;;;
99854821;OW;Erweiterung/Anheben eines Einfamilienhauses                             ;2;Jan 06;Mai 06;30.11.2005;03.01.2006;0.4;0.4;1;1;1;0;0;14;;;;;;;;;
99854820;OW;Erweiterung/Anheben Einfamilienhaus                       ;2;Feb 06; ;30.11.2005;03.01.2006;0.25;0.25;1;1;0;0;0;14;;;;;;;;;
99854816;OW;Umbau eines Einfamilienhauses, Anbau einer Garage         ;3; ; ;29.11.2005;16.01.2006;0.35;0.35;1;1;0;0;0;14;139;;;;;;;;
99852575;OW;Neubau eines Mehrfamilienhauses;1; ; ;24.11.2005;16.01.2006;1.5;1.5;1;3;0;0;0;12;;;;;;;;;
99852573;OW;Dachsanierung beim Einfamilienhaus         ;4; ; ;16.11.2005;09.01.2006;0.025;0.025;1;1;0;0;0;14;;;;;;;;;
99853607;OW;Neubau Turnhalle/Traglufthalle mit Garderobentrakt                      ;1; ; ;23.11.2005;03.01.2006;0.65;0.7;2;0;0;0;0;121;122;;;;;;;;
99853603;OW;Neubau/Ersatzbau Einfamilienhaus             ;1; ; ;23.11.2005;03.01.2006;0.4;0.4;1;1;1;0;0;14;;;;;;;;;
99853601;OW;Umbau und Anheben eines Einfamilienhauses                   ;2;Mrz 06; ;22.11.2005;03.01.2006;0.4;0.4;1;1;2;0;0;14;;;;;;;;;
99853600;OW;Umbau und Erweiterung eines Stalles         ;2; ; ;23.11.2005;23.01.2006;0.16;0.16;2;0;0;0;0;43;;;;;;;;;
99853593;OW;Aufbau eines Dachgeschosses beim Einfamilienhaus;2; ; ;23.11.2005;03.01.2006;0.05;0.05;1;1;0;0;0;14;;;;;;;;;
99858853;OW;Neubau Provisorium Schulräume Kantonsschule                 ;1; ; ;04.01.2006; ;0.5;0.5;4;0;0;0;0;26;;;;;;;;;
99858851;OW;Neubau eines Zweifamilienhauses;1; ; ;04.01.2006;30.01.2006;0.8;1;1;2;0;0;0;14;;;;;;;;;
99856005;OW;Ausbau/Aufbau Dachgeschoss beim Einfamilienhaus                         ;2; ; ;06.12.2005;09.01.2006;0.15;0.15;1;1;1;0;0;14;;;;;;;;;
99856003;OW;Erweiterung eines Ausstellungsraumes                       ;2; ; ;06.12.2005;30.01.2006;0.5;0.5;1;0;1;0;0;59;;;;;;;;;
99855997;OW;Neubau Einfamilienhaus mit angebauter Garage;1; ; ;06.12.2005;23.01.2006;0.386;0.386;1;1;2;1;0;14;139;;;;;;;;
99850808;OW;Neubau Wasserreservoir und Sanierung Quellfassung         ;1; ; ;08.11.2005;30.01.2006;0.15;0.16;0;0;0;0;0;52;741;;;;;;;;
99838197;OW;Neubau von zwei Einfamilienhäusern;1; ; ;24.08.2005;23.01.2006;1;1;2;2;2;1;0;14;;;;;;;;;
99831405;SG;Neubau von MFH, Reiheneinfamilienhäusern und Tiefgarage                 ;1;Mai 07; ;11.07.2005;11.01.2006;26;26;4;36;0;1;0;12;19;127;131;;;;;;
99822804;SG;Anbau Lift beim Zweifamilienhaus            ;2; ; ;20.09.2005;18.01.2006;0.2;0.2;1;2;0;0;0;14;;;;;;;;;
99849162;SG;Umbau Tankstelle und Einbau Shop;3;Mrz 06;Mai 06;26.10.2005;19.01.2006;0.5;0.5;1;0;1;0;0;54;61;;;;;;;;
99850264;SG;Umbau Unterkunftsgebäude;3;Mai 06;Aug 06;02.11.2005;19.01.2006;1;1;1;0;2;0;0;18;;;;;;;;;
99847981;SG;Neubau einer Dreifach-Sporthalle                   ;1;Feb 06;Jun 07;20.10.2005;17.01.2006;11;11;1;0;1;0;0;121;122;;;;;;;;
99845678;SG;Fassadenrenovation und Fensterauswechslung beim Wohn-/Geschäftshaus     ;3;Jan 06; ;03.10.2005;19.01.2006;0.12;0.12;1;0;0;0;0;12;;;;;;;;;
99860812;SG;Neubau Bürogebäude mit Tiefgarage;1; ; ;09.01.2006; ;3;4;1;0;5;2;2;64;131;;;;;;;;
99859642;SG;Fassadensanierung beim Einfamilienhaus;4;Jan 06;Mrz 06;04.01.2006;26.01.2006;0.03;0.03;1;1;0;0;0;14;;;;;;;;;
99859637;SG;Neubau Carport und Erweiterung Terrasse;1; ; ;03.01.2006; ;0.06;0.06;1;0;0;0;0;174;;;;;;;;;
99859627;SG;Erweiterung/Aufstockung Geschäftshaus;2; ; ;04.01.2006; ;1.5;1.5;1;0;3;0;0;59;64;;;;;;;;
99855908;SG;Umbau und Erweiterung Einfamilienhaus;2;Apr 06;Aug 06;07.12.2005;30.01.2006;0.4;0.4;1;1;2;0;0;14;;;;;;;;;
99855906;SG;Neubau Büro- und Kommissionierungsgebäude, Tiefgarage           ;1;Mrz 06;Jan 07;07.12.2005;30.01.2006;2.5;2.5;1;0;2;1;9;64;131;;;;;;;;
99855899;SG;Umbau Mehrfamilienhaus und Balkonanbauten;2;Mrz 06; ;05.12.2005;05.01.2006;0.5;0.5;1;4;0;0;0;12;;;;;;;;;
99856889;SG;Anbau Wintergarten auf Terrasse;2;Jan 06; ;12.12.2005;05.01.2006;0.07;0.07;1;0;0;0;0;171;;;;;;;;;
99858104;SG;Umbau und Erweiterung Einfamilienhaus;2;Apr 06;Okt 06;22.12.2005;26.01.2006;0.25;0.25;1;1;2;1;0;14;;;;;;;;;
99684819;SG;Neubau eines Bürogebäudes mit UN-Garage;1;Feb 06;Jul 07;30.03.2003;25.01.2006;25;25;1;0;8;1;0;64;131;;;;;;;;
99864251;SG;Anbau unbeheizter Wintergarten;2; ; ;30.01.2006; ;0.07;0.07;1;0;0;0;0;171;;;;;;;;;
99864250;SG;Anbau Warenlift und Wintergarten;2; ; ;31.01.2006; ;0.3;0.3;1;0;5;0;0;171;;;;;;;;;
99864247;SG;Neubau Einfamilienhaus mit integrierter Garage;1; ; ;30.01.2006; ;0.6;0.6;1;1;2;1;0;14;;;;;;;;;
99864246;SG;Umbau Mensaküche mit Lüftungsanlage beim Baudepartement;3; ; ;30.01.2006; ;0.2;0.2;1;0;1;0;0;113;;;;;;;;;
99864243;SG;Neubau Unterführungsbauwerk;1; ; ;31.01.2006; ;0.12;0.12;0;0;0;0;0;211;;;;;;;;;
99864239;SG;Einbau Boxenlaufstall, Anbau Remise und Melkerei;2; ; ;31.01.2006; ;0.23;0.23;1;0;1;0;0;41;43;;;;;;;;
99863095;SG;Erweiterung Lagerhalle;2; ; ;23.01.2006; ;0.9;0.9;1;0;2;0;0;31;;;;;;;;;
99863093;SG;Umbau/Erweiterung/Sanierung Hotelanlage zu Wohnungen und Balkonanbauten;2; ; ;24.01.2006; ;3.5;4;1;0;4;0;0;12;;;;;;;;;
99863091;SG;Umbau eines Einfamilienhauses;3; ; ;24.01.2006; ;0.13;0.13;1;1;3;0;0;14;;;;;;;;;
99863078;SG;Neubau Entsorgungs-Annahmestation                       ;1; ; ;25.01.2006; ;0.1;0.1;1;0;1;0;0;341;;;;;;;;;
99863071;SG;Terrassenüberdachung im Attikageschoss;2; ; ;23.01.2006; ;0.03;0.03;1;0;0;0;0;;;;;;;;;;
99860844;SG;Neubau Werkstatt und Ausstellungsraum;1; ; ;12.01.2006; ;1;1;1;0;1;1;0;59;;;;;;;;;
99860839;SG;Anbau Nebenräume und gedeckte Autoabstellplätze;2; ; ;09.01.2006; ;0.6;0.6;1;0;3;0;0;39;174;;;;;;;;
99860836;SG;Neubau Mehrfamilien-Minergiehaus mit Tiefgarage;1; ; ;10.01.2006; ;3.2;3.2;1;7;4;1;0;12;131;;;;;;;;
99860834;SG;Balkonerweiterungen;2; ; ;09.01.2006; ;0.07;0.07;1;3;0;0;0;;;;;;;;;;
99860829;SG;Balkonanbauten beim Mehrfamilienhaus;2; ; ;10.01.2006; ;0.1;0.1;1;0;0;0;0;;;;;;;;;;
99860822;SG;Balkonanbauten beim Mehrfamilienhaus;2; ; ;10.01.2006; ;0.05;0.05;1;0;0;0;0;;;;;;;;;;
99860819;SG;Dachsanierung, Fensterauswechslung, 2 Dachflächenfenster bei EFH;3; ; ;12.01.2006; ;0.1;0.1;1;1;0;0;0;14;;;;;;;;;
99853572;SG;Anbau Wintergarten;2; ; ;21.11.2005;17.01.2006;0.07;0.07;1;0;0;0;0;171;;;;;;;;;
99844578;SG;Umbau und Sanierung Gewerbehaus in Tageswerkstätte und Einbau Kantine;3;Mrz 06;Dez 06;28.09.2005;18.01.2006;4;4;1;0;4;0;0;87;113;;;;;;;;
99851297;SG;Umbau Lager- und Speditionsgebäude, Anbau Lagerbereich;2;Mrz 06;Aug 06;09.11.2005;10.01.2006;0.4;0.5;1;0;1;0;0;31;37;;;;;;;;
99853502;SG;Neubau Gewerbebau mit Wohnung, Doppelgarage und Parkplätze              ;1;Mrz 06; ;21.11.2005;26.01.2006;5;5;1;1;2;0;14;14;37;175;;;;;;;
99853513;SG;Neubau von Reiheneinfamilienhäusern und integrierte Garagen;1;Apr 06; ;22.11.2005;16.01.2006;1.8;1.8;2;6;3;1;0;19;;;;;;;;;
99853520;SG;Neubau Doppeleinfamilienhaus mit integrierten Garagen;1;Jan 06;Jul 06;21.11.2005;05.01.2006;1;1;1;2;2;1;0;14;;;;;;;;;
99853542;SG;Neubau eines Einfamilienhauses;1;Feb 06;Aug 06;29.11.2005;25.01.2006;0.5;0.5;1;1;2;1;2;14;;;;;;;;;
99853508;SG;Anbau Wintergarten            ;2;Feb 06; ;21.11.2005;03.01.2006;0.07;0.07;1;0;0;0;0;171;;;;;;;;;
99681911;SG;Sanierung eines Pflegeheimes;3;Jan 06; ; ;26.01.2006;9;9;1;0;4;0;0;85;;;;;;;;;
99864457;SG;Neubau Gartenhaus und Ueberdachung Autoabstellplatz/Carport;1; ; ;30.01.2006; ;0.06;0.06;2;0;0;0;0;172;174;;;;;;;;
99863886;SG;Renovation Riegelfassade beim Wohn- und Geschäftshaus                ;4; ; ;30.01.2006; ;0.04;0.04;1;0;3;0;0;12;38;;;;;;;;
99860853;SG;Umbau Mehrfamilienhaus und Aufbau Wohnung;2; ; ;09.01.2006; ;0.5;0.5;1;3;4;0;0;12;;;;;;;;;
99860845;SG;Neubau Doppeleinfamilienhaus mit integrierter Garage;1; ; ;10.01.2006; ;0.623;0.623;1;2;2;1;0;14;;;;;;;;;
99860840;SG;Umnutzung/Umbau ehem. Stanzerei in Schul- und Büroräume                ;3; ; ;11.01.2006; ;1.533;1.533;1;0;2;0;0;26;64;113;;;;;;;
99859651;SG;Umbau und Erweiterung Einfamilienhaus;2;Apr 06; ;03.01.2006;24.01.2006;0.2;0.2;1;1;1;1;0;14;;;;;;;;;
99859648;SG;Anbau Scheune/Remise;2; ; ;04.01.2006; ;0.035;0.035;1;0;1;0;0;41;;;;;;;;;
99859643;SG;Anbau von 6 neuen Balkonen beim Mehrfamilienhaus;2;Jan 06; ;03.01.2006;24.01.2006;0.1;0.1;1;0;0;0;0;;;;;;;;;;
99859639;SG;Neubau Swimmingpool und Aussensitzplatz;1; ; ;03.01.2006; ;0.06;0.06;1;0;0;0;0;173;;;;;;;;;
99859628;SG;Erweiterung Einfamilienhaus;2;Mrz 06;Jul 06;03.01.2006;25.01.2006;0.25;0.25;1;1;3;0;0;14;;;;;;;;;
99856883;SG;Neubau Einfamilienhaus mit Carport;1;Feb 06;Aug 06;12.12.2005;17.01.2006;0.45;0.45;1;1;2;1;0;14;174;;;;;;;;
99864248;SG;Anbau Veranda;2; ; ;30.01.2006; ;0.03;0.03;1;0;0;0;0;;;;;;;;;;
99864244;SG;Sanierung/Erweiterung bestehender Wintergarten;2; ; ;30.01.2006; ;0.07;0.07;1;0;0;0;0;171;;;;;;;;;
99864240;SG;Neubau Stall;1; ; ;30.01.2006; ;0.035;0.035;1;0;1;0;0;43;;;;;;;;;
99863104;SG;Neubau Gartenhaus mit Pergola;1; ; ;23.01.2006; ;0.06;0.06;1;0;0;0;0;172;;;;;;;;;
99863096;SG;Neubau Gartenhaus und Swimmingpool;1; ; ;23.01.2006; ;0.06;0.06;1;0;0;0;0;172;173;;;;;;;;
99846764;SG;Anbau Atelier mit Garage und Lagerraum;2;Mrz 06; ;11.10.2005;09.01.2006;0.1;0.15;1;0;1;0;0;39;61;139;;;;;;;
99860866;SG;Anbau einer Wohnung beim Einfamilienhaus;2; ; ;12.01.2006; ;0.4;0.4;1;1;1;1;0;14;;;;;;;;;
99856869;SG;Neubau Einfamilienhaus mit angebauter Garage;1;Apr 06;Okt 06;14.12.2005;04.01.2006;0.5;0.5;1;1;2;1;0;14;139;;;;;;;;
99849173;SG;Erweiterung Wohnraum beim Zweifamilienhaus                       ;2; ; ;25.10.2005;18.01.2006;0.1;0.1;1;1;1;0;0;14;;;;;;;;;
99853517;SG;Neubau Einfamilienhaus mit angebauter Garage;1;Jan 06;Jul 06;21.11.2005;24.01.2006;0.6;0.6;1;1;2;1;0;14;139;;;;;;;;
99852383;SG;Neubau Wohn- und Geschäftshaus mit Carport;1; ; ;17.11.2005;12.01.2006;3;3;1;11;3;1;0;12;38;174;;;;;;;
99854719;SG;Neubau Bankgebäude mit Tiefgarage;1;Feb 06;Dez 06;29.11.2005;04.01.2006;7;8;1;0;4;1;2;65;131;;;;;;;;
99858102;SG;Neubau Einfamilienhaus mit Autounterstand;1;Mrz 06;Jul 06;22.12.2005;26.01.2006;0.45;0.45;1;1;2;0;0;14;174;;;;;;;;
99858114;SG;Neubau Einfamilienhaus mit integrierter Garage;1;Jan 06;Sep 06;19.12.2005;19.01.2006;0.55;0.55;1;1;3;0;0;14;;;;;;;;;
99858119;SG;Aufbau Pultdach beim Einfamilienhaus                       ;2;Feb 06; ;19.12.2005;31.01.2006;0.04;0.04;1;1;0;0;0;14;;;;;;;;;
99859679;SG;Neubau von Mehrfamilienhäusern mit Tiefgarage;1; ; ;04.01.2006; ;11;11;3;30;5;1;0;12;127;131;;;;;;;
99859676;SG;Neubau Einfamilienhaus mit integrierter Garage;1; ; ;03.01.2006; ;0.5;0.5;1;1;2;0;0;14;;;;;;;;;
99859675;SG;Neubau Einfamilienhaus mit angebauter Garage;1; ; ;03.01.2006; ;0.5;0.5;1;1;2;1;0;14;139;;;;;;;;
99855922;SG;Abbruch Einfamilienhaus;5; ; ;05.12.2005;05.01.2006;0.03;0.03;1;0;0;0;0;14;;;;;;;;;
99855919;SG;Neubau Einfamilienhaus mit Autounterstand;1;Jan 06;Aug 06;06.12.2005;11.01.2006;0.4;0.4;1;1;2;1;0;14;174;;;;;;;;
99855914;SG;Erweiterung Sitzplatz, Fassadensanierung, Einbau Fenster beim EFH;2;Feb 06; ;06.12.2005;03.01.2006;0.2;0.2;1;1;0;0;0;14;;;;;;;;;
99855905;SG;Neubau Einfamilienhaus mit integrierter Garage;1;Jan 06;Jul 06;06.12.2005;05.01.2006;0.4;0.4;1;1;2;1;0;14;;;;;;;;;
99855897;SG;Neubau Einfamilienhaus mit integrierter Garage;1;Jan 06;Jul 06;06.12.2005;05.01.2006;0.4;0.4;1;1;2;1;0;14;;;;;;;;;
99856901;SG;Neubau Einfamilienhaus mit angebauter Garage;1;Feb 06;Aug 06;12.12.2005;16.01.2006;0.5;0.5;1;1;2;1;0;14;139;;;;;;;;
99845689;SG;Neubau von 2 Einfamilienhäusern mit Carports;1;Feb 06;Aug 06;05.10.2005;16.01.2006;0.8;0.8;2;2;2;1;0;14;174;;;;;;;;
99864261;SG;Neubau Erdgasbetankungsanlage;1; ; ;01.01.2006; ;0.03;0.03;1;0;0;0;0;54;;;;;;;;;
99864259;SG;Neubau Mehrfamilienhaus mit Tiefgarage und Parkplätzen;1; ; ;31.01.2006; ;2.5;2.5;1;7;4;1;12;12;127;131;175;;;;;;
99864254;SG;Neubau Lagerhalle mit Parkplätze;1; ; ;31.01.2006; ;1;1;1;0;1;0;10;31;175;;;;;;;;
99863101;SG;Anbau Wintergarten auf bestehende Terrasse;2; ; ;23.01.2006; ;0.07;0.07;1;0;0;0;0;171;;;;;;;;;
99863098;SG;Anbau Einfamilienhaus mit integrierter Garage;2; ; ;24.01.2006; ;0.3;0.3;1;1;1;0;0;14;;;;;;;;;
99863097;SG;Neubau Zweifamilienhaus mit angebauter Garage;1; ; ;24.01.2006; ;0.6;0.6;1;2;2;1;0;14;139;;;;;;;;
99861853;SG;Umbau/Erweiterung einer Wohnung beim Zweifamilienhaus, Anbau Carport    ;2; ; ;19.01.2006; ;0.185;0.185;1;1;1;0;0;14;174;;;;;;;;
99861176;SG;Abbruch Bauernhaus mit Scheune;5; ; ;09.01.2006; ;0.05;0.05;1;0;0;0;0;14;43;;;;;;;;
99861175;SG;Abbruch eines Zweifamilienhauses;5; ; ;09.01.2006; ;0.05;0.05;1;2;0;0;0;14;;;;;;;;;
99860869;SG;Neubau Einfamilienhaus mit angebauter Garage;1; ; ;09.01.2006; ;0.485;0.485;1;1;2;1;0;14;139;;;;;;;;
99860860;SG;Neubau Einfamilienhaus mit angebauter Garage, Autounterstand;1; ; ;10.01.2006; ;0.44;0.44;1;1;2;1;0;14;139;174;;;;;;;
99860197;SG;Neubau Einfamilienhaus mit integrierter Garage;1;Feb 06;Aug 06; ;05.01.2006;0.65;0.65;1;1;2;1;0;14;;;;;;;;;
99863108;SG;Neubau Einfamilienhaus mit Garage;1; ; ;26.01.2006; ;0.45;0.45;1;1;2;1;0;14;139;;;;;;;;
99863107;SG;Aus- und -Aufbau Dach beim Einfamilienhaus;2; ; ;30.01.2006; ;0.185;0.185;1;1;1;0;0;14;;;;;;;;;
99863105;SG;Neubau von 24 Parkplätzen;1; ; ;23.01.2006; ;0.05;0.05;0;0;0;0;24;175;;;;;;;;;
99863102;SG;Neubau von 2 Mehrfamilienhäusern mit Tiefgarage;1; ; ;23.01.2006; ;5.3;5.3;2;22;4;1;7;12;127;131;;;;;;;
99859657;SG;Erweiterung Industrie-Produktionsbetrieb;2; ; ;04.01.2006; ;6;6;1;0;4;1;0;37;64;;;;;;;;
99859654;SG;Neubau Einfamilienhaus mit separater Garage;1; ; ;05.01.2006; ;0.47;0.47;1;1;2;1;0;14;139;;;;;;;;
99859688;SG;Neubau Einfamilienhaus mit Autounterstand;1; ; ;03.01.2006; ;0.6;0.6;1;1;1;0;0;14;174;;;;;;;;
99859687;SG;Erweiterung Werkhalle;2;Mrz 06; ;04.01.2006;24.01.2006;0.15;0.15;1;0;1;0;0;59;;;;;;;;;
99859684;SG;Neubau von Reihen-Lofts und Carport;1; ; ;09.01.2006; ;1.5;1.5;1;4;2;0;4;19;174;;;;;;;;
99859683;SG;Neubau Einfamilienhaus mit angebauter Garage;1; ; ;04.01.2006; ;0.5;0.5;1;1;2;1;0;14;139;;;;;;;;
99859681;SG;Neubau Einfamilienhaus;1; ; ;04.01.2006; ;0.45;0.45;1;1;2;0;1;14;;;;;;;;;
99859680;SG;Neubau Schlosserei mit Parkplätzen;1; ; ;04.01.2006; ;0.5;0.5;1;0;1;0;20;38;175;;;;;;;;
99847280;SG;Sanierung einer Strasse                   ;3;Mrz 06;Jul 06; ;16.01.2006;0.93;0.93;0;0;0;0;0;211;311;321;323;;;;;;
99852925;SG;Abbruch einer Schreinerei;5; ; ;17.11.2005;12.01.2006;0.04;0.04;1;0;0;0;0;38;;;;;;;;;
99862241;SG;Umbau Mehrfamilienhaus;3;Jan 06;Mai 06; ;16.01.2006;0.3;0.3;1;3;3;0;0;12;;;;;;;;;
99860846;SG;Neubau von 2 Mehrfamilienhäusern mit Tiefgarage;1; ; ;09.01.2006; ;4;4;2;10;3;1;0;12;127;131;;;;;;;
99860842;SG;Neubau Mehrfamilienhaus mit Tiefgarage;1; ; ;09.01.2006; ;3;3;1;9;3;1;0;12;127;131;;;;;;;
99860841;SG;Neubau 2-Familien-Terrassenhaus mit integrierten Garagen                ;1; ; ;11.01.2006; ;1;1;1;2;0;1;0;13;;;;;;;;;
99858122;SG;Neubau Einfamilienhaus mit angebauter Garage;1;Feb 06;Aug 06;20.12.2005;16.01.2006;0.45;0.45;1;1;2;1;0;14;139;;;;;;;;
99858116;SG;Neubau Einfamilienhaus mit Autounterstand;1; ; ;22.12.2005;26.01.2006;0.4;0.4;1;1;2;1;0;14;174;;;;;;;;
99858105;SG;Neubau Mehrfamilienhaus mit integrierten Garagen;1;Mrz 06;Dez 06;19.12.2005;24.01.2006;2.5;2.5;1;5;3;1;4;12;;;;;;;;;
99854725;SG;Erweiterung Einfamilienhaus und Anbau Garage;2;Feb 06; ;01.12.2005;16.01.2006;0.15;0.15;1;1;1;0;0;14;;;;;;;;;
99852392;SG;Neubau Einfamilienhaus mit Garage und Autounterstand;1;Mrz 06;Sep 06;14.11.2005;31.01.2006;0.43;0.43;1;1;2;1;0;14;139;174;;;;;;;
99853531;SG;Neubau Einfamilienhaus mit angebauter Doppelgarage;1;Feb 06;Aug 06;24.11.2005;04.01.2006;0.5;0.5;1;1;2;1;0;14;139;;;;;;;;
99850269;SG;Neubau Mehrfamilienhaus mit integrierter Garage;1;Feb 06;Okt 06;02.11.2005;11.01.2006;1.3;1.3;1;3;3;1;3;12;;;;;;;;;
99833913;SG;Umbau und Sanierung eines Bauernhauses                                  ;3;Feb 06;Aug 06;28.07.2005;09.01.2006;0.35;0.35;1;1;0;0;0;14;;;;;;;;;
99864266;SG;Einbau einer Wärmepumpenanlage mit Erdsonde beim Einfamilienhaus;3; ; ;30.01.2006; ;0.03;0.03;1;1;0;0;0;14;;;;;;;;;
